Codigo Carrera|Codigo Materia|Codigo Curso|Titular|Materia|Dias|Horarios
5|248|1|Llamas Juana Maria|ESTADISTICA|Lu\Mi\Ju|07a09
5|248|2|Nogues Cesar Eduardo|ESTADISTICA|Lu\Mi\Ju|07a09
5|248|3|Gogni Valeria|ESTADISTICA|Ma\Mi\Vi|07a09
5|248|4|Cantoni Rabolini Nelida Monica|ESTADISTICA|Lu\Mi\Ju|09a11
5|248|5|Llamas Juana Maria|ESTADISTICA|Lu\Mi\Ju|09a11
5|248|7|Larra Matias|ESTADISTICA|Lu\Ju\Sa|13a15
5|248|8|Lepera Andrea Fabiana|ESTADISTICA|Lu\Mi\Ju|13a15
5|248|9|Llamas Juana Maria|ESTADISTICA|Lu\Mi\Ju|17a19
5|248|10|Nogues Cesar Eduardo|ESTADISTICA|Lu\Mi\Ju|19a21
5|248|11|Palacios Patricia Elizabeth|ESTADISTICA|Lu\Mi\Ju|19a21
5|248|12|Aparicio Rodrigo|ESTADISTICA|Lu\Mi\Ju|19a21
5|248|13|Nogues Cesar Eduardo|ESTADISTICA|Lu\Mi\Ju|21a23
5|248|14|Salaberry Natalia Romina|ESTADISTICA|Ma\Vi\Sa|07a09 Sa09a11
5|248|70|Ghersi Liliana Beatriz|ESTADISTICA|Ma|09a11
5|248|15|Grahl Alejandro Federico|ESTADISTICA|Lu\Mi\Ju|17a19
5|248|16|Grahl Alejandro Federico|ESTADISTICA|Lu\Mi\Ju|19a21
5|248|17|Wilson Fabio|ESTADISTICA|Lu\Mi\Ju|19a21
5|248|18|Wilson Fabio|ESTADISTICA|Lu\Mi\Ju|21a23
5|248|19|Rovner Gerardo|ESTADISTICA|Ma\Mi\Vi|21a23
5|248|98||ESTADISTICA||
5|248|20|Dreyfus Marcelo Daniel|ESTADISTICA|Ma\Mi\Vi|09a11
5|248|21|Gutierrez Ezequiel Andres|ESTADISTICA|Lu\Mi\Ju|19a21
5|248|22|Caviezel Pablo Nicolas|ESTADISTICA|Lu\Ju\Sa|07a09 Sa09a11
5|248|23|Rossomando Gustavo Edgardo|ESTADISTICA|Ma\Mi\Vi|07a09
5|248|24|Lasanta Tito Ignacio|ESTADISTICA|Ma\Mi\Vi|09a11
5|248|25|Gutierrez Ezequiel Andres|ESTADISTICA|Ma\Mi\Vi|11a13
5|248|26|Rossomando Gustavo Edgardo|ESTADISTICA|Ma\Mi\Vi|17a19
5|248|27|Cueli Daniel Alejandro|ESTADISTICA|Lu\Mi\Ju|19a21
5|248|28|Lopez Alfaro Sonia Olga|ESTADISTICA|Ma\Mi\Vi|19a21
5|248|29|Gonzalez Daniel Alejandro|ESTADISTICA|Lu\Mi\Ju|21a23
5|248|65|Albornoz Carlos Maximiliano|ESTADISTICA||
5|248|30|Velardez Walter Fabian|ESTADISTICA|Lu\Mi\Ju|07a09
5|248|31|Mutchinick Paula|ESTADISTICA|Lu\Mi\Ju|09a11
5|248|32|Kaplan Krep Christian Lionel|ESTADISTICA|Lu\Mi\Ju|09a11
5|248|33|Gosende Delas Maria Juliana|ESTADISTICA|Lu\Mi\Ju|11a13
5|248|34|Gosende Delas Maria Juliana|ESTADISTICA|Lu\Mi\Ju|13a15
5|248|35|Milia Daniel Alberto|ESTADISTICA|Lu\Mi\Ju|15a17
5|248|36|Monti Sergio Nicolas|ESTADISTICA|Lu\Ju\Sa|19a21 Sa11a13
5|248|37|Testore Nicolas Orlando|ESTADISTICA|Ma\Vi\Sa|19a21 Sa09a11
5|248|38|Kaplan Krep Christian Lionel|ESTADISTICA|Ma\Mi\Vi|21a23
5|248|39|Del Rosso Ezequiel Rodrigo Javier|ESTADISTICA|Ma\Mi\Vi|07a09
5|248|40|Trajtenberg Luis Alberto|ESTADISTICA|Ma\Vi\Sa|07a09
5|248|41|Burdisso Tamara|ESTADISTICA|Ma\Vi\Sa|09a11
5|248|42|Gomez Roca Sebastian|ESTADISTICA|Lu\Mi\Ju|11a13
5|248|43|Parras Diego Alejandro|ESTADISTICA|Ma\Mi\Vi|17a19
5|248|44|Monti Sergio Nicolas|ESTADISTICA|Ma\Mi\Vi|19a21
5|248|99||ESTADISTICA||
5|276|1|Sciaccaluga Cristian Hernan|CALCULO FINANCIERO|Lu\Mi\Ju|07a09
5|276|2|Mas Ariel Guillermo|CALCULO FINANCIERO|Ma\Vi|07a09
5|276|70|Tasat Jose Mario Marcelo|CALCULO FINANCIERO|Ju|09a11
5|276|3|Rondinone Gonzalo|CALCULO FINANCIERO|Lu\Ju|09a11
5|276|4|Tasat Jose Mario Marcelo|CALCULO FINANCIERO|Lu\Ju|11a13
5|276|5|Fregeiro Clarisa Anabella|CALCULO FINANCIERO|Ma\Vi|17a19
5|276|6|Thomasz Esteban Otto|CALCULO FINANCIERO|Ma\Vi|17a19
5|276|7|Stefanidis Pablo|CALCULO FINANCIERO|Lu\Ju|19a21
5|276|8|Artuso Carolina Gabriela|CALCULO FINANCIERO|Ma\Vi|19a21
5|276|9|Barone Pascual Marcelo|CALCULO FINANCIERO|Lu\Mi\Ju|21a23
5|276|65|Albornoz Carlos Maximiliano|CALCULO FINANCIERO||
5|276|10|Milia Daniel Alberto|CALCULO FINANCIERO|Lu\Ju|13a15
5|276|11|Conocchiari Martin|CALCULO FINANCIERO|Lu\Ju|19a21
5|276|12|Chaufan Gabriel Alberto|CALCULO FINANCIERO|Lu\Ju|07a09
5|276|13|Pizarro Luciano|CALCULO FINANCIERO|Lu\Ju|07a09
5|276|99||CALCULO FINANCIERO||
5|276|14|Meseri Jose Horacio|CALCULO FINANCIERO|Lu\Ju|07a09
5|276|15|Travaglini Ignacio|CALCULO FINANCIERO|Ma\Vi|07a09
5|276|16|Daffinoti Roman Emiliano|CALCULO FINANCIERO|Ma\Vi|09a11
5|276|17|Meseri Jose Horacio|CALCULO FINANCIERO|Ma\Vi|15a17
5|276|18|Liso Hector Ricardo|CALCULO FINANCIERO|Ma\Vi|15a17
5|276|19|Castegnaro Aida Beatriz|CALCULO FINANCIERO|Ma\Vi|17a19
5|276|20|Bellido Fernando Jose|CALCULO FINANCIERO|Ma\Vi|17a19
5|276|21|Wainer Marcelo Eduardo|CALCULO FINANCIERO|Ma\Vi|19a21
5|276|22|Cuniolo Carlos Jose|CALCULO FINANCIERO|Ma\Vi\Sa|19a21 Sa11a13
5|276|23|Palazzo Ruben Oscar|CALCULO FINANCIERO|Ma\Vi|21a23
5|276|24|Cuniolo Carlos Jose|CALCULO FINANCIERO|Lu\Ju|07a09
5|276|25|Delconte Cesar Alejandro|CALCULO FINANCIERO|Lu\Mi\Ju|19a21
5|276|26|Abazyan Maria Rosa|CALCULO FINANCIERO|Lu\Ju|07a09
5|276|27|Bellido Fernando Jose|CALCULO FINANCIERO|Lu\Mi\Ju|19a21
5|276|28|Rapeport Martin Gustavo|CALCULO FINANCIERO|Lu\Ju|07a09
5|276|29|Orue Pablo Ezequiel|CALCULO FINANCIERO|Lu\Mi\Ju|09a11
5|276|30|Bloise Alejandro Francisco|CALCULO FINANCIERO|Lu\Ju|11a13
5|276|31|Ail Silvia Rosana|CALCULO FINANCIERO|Lu\Mi\Ju|11a13
5|276|32|Ail Silvia Rosana|CALCULO FINANCIERO|Ma\Vi\Sa|11a13
5|276|33|Mercado Justo Andres|CALCULO FINANCIERO|Lu\Ju|13a15
5|276|34|Orellana Orlando|CALCULO FINANCIERO|Lu\Mi\Ju|17a19
5|276|35|Mercado Justo Andres|CALCULO FINANCIERO|Ma\Vi|17a19
5|276|36|Bellido Fernando Jose|CALCULO FINANCIERO|Ma\Vi|19a21
5|276|37|Orellana Orlando|CALCULO FINANCIERO|Ma\Vi\Sa|21a23 Sa13a15
5|276|98||CALCULO FINANCIERO||
5|284|1|Novo Monica Mabel|ANALISIS MATEMATICO II|Ma\Mi\Vi|07a09
5|284|2|Chavez Christian Omar|ANALISIS MATEMATICO II|Lu\Mi\Ju|09a11
5|284|3|Parma Andrea|ANALISIS MATEMATICO II|Lu\Mi\Ju|07a09
5|284|4|Fernandez Maria Jose|ANALISIS MATEMATICO II|Lu\Mi\Ju|09a11
5|284|5|Garcia Fronti Veronica Maria|ANALISIS MATEMATICO II|Lu\Mi\Ju|09a11
5|284|6|Mutchinick Paula|ANALISIS MATEMATICO II|Lu\Mi\Ju|11a13
5|284|7|Masci Martin Ezequiel|ANALISIS MATEMATICO II|Lu\Mi\Ju|17a19
5|284|8|Cogorno Nicolas Alejandro|ANALISIS MATEMATICO II|Lu\Mi\Ju|19a21
5|284|9|Gonzalez Daniel Alejandro|ANALISIS MATEMATICO II|Lu\Mi\Ju|19a21
5|284|98||ANALISIS MATEMATICO II||
5|284|10|Parma Andrea|ANALISIS MATEMATICO II|Lu\Mi\Ju|09a11
5|284|11|Garcia Venturini Alejandro Ezequiel|ANALISIS MATEMATICO II|Lu\Mi\Ju|11a13
5|284|12|Hernandez Carlos Luis|ANALISIS MATEMATICO II|Lu\Mi\Ju|09a11
5|284|13|Hernandez Carlos Luis|ANALISIS MATEMATICO II|Lu\Mi\Ju|19a21
5|284|99||ANALISIS MATEMATICO II||
5|284|14|Rodriguez Vidal Raul -Arce Horacio Adrian|ANALISIS MATEMATICO II|Lu\Mi\Ju|13a15
5|285|1|Cordoba Miguel Angel|ESTADISTICA II|Lu\Mi\Ju|07a09
5|285|2|Trajtenberg Luis Alberto|ESTADISTICA II|Lu\Mi\Ju|07a09
5|285|3|Vietri Silvia|ESTADISTICA II|Lu\Mi\Ju|09a11
5|285|4|Nasif Salum Alejandro Omar|ESTADISTICA II|Lu\Mi\Ju|09a11
5|285|5|Lasanta Tito Ignacio|ESTADISTICA II|Lu\Mi\Ju|13a15
5|285|6|Lopez Carlos Daniel|ESTADISTICA II|Lu\Mi\Ju|19a21
5|285|7|Lopez Carlos Daniel|ESTADISTICA II|Ma\Vi\Sa|19a21 Sa11a13
5|288|1|Casparri Maria Teresa -Tarullo Eduardo Angel|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|09a11
5|288|2|Garcia Fronti Javier Ignacio -Di Lalla Daniela Anahi|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|07a09
5|288|3|Herrera Pablo Matias|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|15a17
5|288|4|Garcia Fronti Javier Ignacio -Battocchio Matias Ezequiel|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|17a19
5|288|5|Rodriguez Eduardo Alberto|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|19a21
5|288|6|Fajfar Pablo Francisco|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|07a09
5|288|7|Zaia Alejandra Cristina|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|11a13
5|288|8|Vilker Ana Silvia|MATEMATICA PARA ECONOMISTAS|Lu\Mi\Ju|13a15
5|751|1|Landro Alberto Hector -Del Rosso Ezequiel Rodrigo Javier|ESTADISTICA ACTUARIAL|Lu\Mi\Ju|07a09
5|751|2|Nasif Salum Alejandro Omar|ESTADISTICA ACTUARIAL|Lu\Mi\Ju|11a13
5|751|3|Castro Carolina Cristina|ESTADISTICA ACTUARIAL|Lu\Mi\Ju|19a21
5|752|1|Caviezel Pablo Nicolas|ANALISIS NUMERICO|Ma\Vi|07a09
5|752|2|Fabris Julio Eduardo|ANALISIS NUMERICO|Lu\Mi\Ju|15a17
5|752|3|Speranza Mauro Edgardo|ANALISIS NUMERICO|Ma\Vi|19a21
5|752|99||ANALISIS NUMERICO||
5|753|1|Sarto Daniel Anibal|BIOMETRIA ACTUARIAL |Lu\Mi\Ju|09a11
5|753|2|Caviezel Pablo Nicolas|BIOMETRIA ACTUARIAL |Ma\Vi\Sa|09a11
5|753|3|Lacasta Laura|BIOMETRIA ACTUARIAL |Lu\Mi\Ju\Sa|17a19 Sa11a13
5|754|1|Fernandez Viviana Maria -Metelli Maria Alejandra|TEOR.ACT.DE L/SEGUROS PERSONALES|Lu\Mi\Ju|17a19
5|754|2|Mutchinick Paula|TEOR.ACT.DE L/SEGUROS PERSONALES|Ma\Vi\Sa|17a19 Sa11a13
5|754|3|Fernandez Villa Maria Milagros|TEOR.ACT.DE L/SEGUROS PERSONALES|Ma\Vi\Sa|19a21 Sa11a13
5|755|1|Sciaccaluga Cristian Hernan|TEOR.ACT.DE L/SEGUROS PATRIMON.|Ma\Vi\Sa|07a09
5|756|1|Perez Raffo Hernan Rodolfo|TEOR.ACT.D/LFONDOS Y PL.D/J.P.S|Lu\Mi\Ju|07a09
5|756|2|Liso Hector Ricardo|TEOR.ACT.D/LFONDOS Y PL.D/J.P.S|Ma\Vi\Sa|17a19 Sa09a11
5|757|1|Melinsky Eduardo -Serpe Elisa Silvia|TEORIA DE EQUILIBRIO ACTUARIAL|Lu\Mi\Ju|07a09
5|757|2|Berinstein Leonardo Javier -Fernandez Villa Maria Milagros|TEORIA DE EQUILIBRIO ACTUARIAL|Ma\Vi\Sa|09a11
5|758|1|Vazquez Lara Viviana|B.ACT.DE L/INVER. Y FINANCIACION|Lu\Mi\Ju|07a09
5|758|2|Serenelli Gustavo Fabian|B.ACT.DE L/INVER. Y FINANCIACION|Ma\Vi|07a09
5|759|1|Melinsky Eduardo|SEMINARIO DE INTEGRACION Y APLICACI|Lu|09a11
5|759|2|Grinblat Gustavo Gabriel|SEMINARIO DE INTEGRACION Y APLICACI|Ma|19a21
5|759|3|Silva Liliana Norma|SEMINARIO DE INTEGRACION Y APLICACI|Mi|19a21
5|249|1|Tchordonkian Silvia|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|11a13
5|249|2|Belini Claudio Fabian -Garibotti Maria Helena|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|09a11
5|249|3|Colombo Edgardo Hugo|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|19a21
5|249|4|Ruffolo Benedicto Flavio|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|07a09
5|249|5|Dethiou Cecilia|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|07a09
5|249|6|Dethiou Cecilia|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|17a19
5|249|97||HISTORIA EC. Y SOCIAL ARGENTINA||
5|249|7|Tearoti Silvia Aurora|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|19a21
5|249|65|Manuli Martin Ariel|HISTORIA EC. Y SOCIAL ARGENTINA||
5|249|8|Gonzalez Bollo Hernan Gustavo|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|09a11
5|249|9|Rolandi Cristina Alejandra|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|11a13
5|249|10|Banfi Jose Maria|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|13a15
5|249|11|Stella Maria Elena|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|17a19
5|249|12|Jauregui Anibal Pablo -Gomez Juan Lucas|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|21a23
5|249|13|Ossona Jorge Luis|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|19a21
5|249|14|Ossona Jorge Luis|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|21a23
5|249|15|Palacio Silvana Priscila|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|09a11
5|249|16|Llairo Maria De Monserrat -Gutierrez Miguel Francisco|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|09a11
5|249|17|Ferronato Jorge|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|11a13
5|249|18|Palacio Silvana Priscila|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|15a17
5|249|19|Chiarini Sebastian Roberto|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|17a19
5|249|20|Barry Viviana Cecilia|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|15a17
5|249|21|Ferronato Jorge|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|17a19
5|249|22|Bulcourf Carlos Gustavo Angel|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|09a11
5|249|23|Bulcourf Carlos Gustavo Angel|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|11a13
5|249|98||HISTORIA EC. Y SOCIAL ARGENTINA||
5|249|24|Fernandez Diego Ariel|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|17a19
5|249|25|Nassif Silvia Gabriela|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|09a11
5|249|26|Villulla Juan Manuel|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|09a11
5|249|27|Lopez Cantera Mercedes Fernanda|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|11a13
5|249|28|Martinez Dougnac Gabriela|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|13a15
5|249|29|Volkind Pablo|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|15a17
5|249|70|Ortega Lucia Emilia|HISTORIA EC. Y SOCIAL ARGENTINA|Mi|17a19
5|249|30|Magan Maria Victoria|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|09a11
5|249|31|Sofia Ana Laura|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|09a11
5|249|32|Bouco Carlos Enrique|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|07a09
5|249|33|Bartolome Diana Alicia|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|09a11
5|249|34|Pineau Agustin|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|17a19
5|249|35|Mateu Maria Cristina|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|11a13
5|249|36|Mateu Maria Cristina|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|19a21
5|249|71|Bouco Carlos Enrique|HISTORIA EC. Y SOCIAL ARGENTINA|Mi|09a11
5|249|37|Chelala Santiago Martin|HISTORIA EC. Y SOCIAL ARGENTINA|Mi\Sa|09a11
5|249|38|Mariñansky Martin Pablo|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|17a19
5|249|39|Alderete Mariano Leopoldo|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|17a19
5|249|40|Maeso Maria Julieta|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|09a11
5|249|41|Aguirre Norberto Ruben|HISTORIA EC. Y SOCIAL ARGENTINA|Mi\Sa|19a21 Sa11a13
5|249|99||HISTORIA EC. Y SOCIAL ARGENTINA||
5|249|85|Rapoport Mario Daniel -Brenta Noemi Liliana|HISTORIA EC. Y SOCIAL ARGENTINA|Ju|15a17
5|249|42|Pierri Jose Alberto|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|15a17
5|249|43|Mason Victor Camilo|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|21a23
5|249|44|Cerra Angel Adolfo|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|07a09
5|249|45|Rougier Marcelo Norberto|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|07a09
5|249|46|Pampin Graciela Susana|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|15a17
5|249|47|Sowter Leandro|HISTORIA EC. Y SOCIAL ARGENTINA|Lu\Ju|11a13
5|249|48|Castro Claudio Carlos|HISTORIA EC. Y SOCIAL ARGENTINA|Ma\Vi|21a23
5|249|96||HISTORIA EC. Y SOCIAL ARGENTINA||
5|250|1|Iacobuzio Antonio|MICROECONOMIA I|Lu\Ju|07a09
5|250|2|Estevez Eduardo Ramon|MICROECONOMIA I|Mi\Sa|07a09
5|250|3|Jack Pablo|MICROECONOMIA I|Ma\Vi|09a11
5|250|4|Gliksberg Miguel|MICROECONOMIA I|Ma\Vi|09a11
5|250|5|Berridi Juan Martin|MICROECONOMIA I|Ma\Vi|19a21
5|250|6|Comelatto Pablo Abel|MICROECONOMIA I|Ma\Vi|09a11
5|250|7|Vilardebo Laura Lilian|MICROECONOMIA I|Lu\Ju|19a21
5|250|8|Gambetta Gabriel Fernando|MICROECONOMIA I|Ma\Vi|19a21
5|250|9|Miras Dario Sebastian|MICROECONOMIA I|Lu\Ju|19a21
5|250|99||MICROECONOMIA I||
5|250|10|Castelao Caruana Maria Eugenia|MICROECONOMIA I|Lu\Ju|07a09
5|250|11|Ramirez Walter Andres|MICROECONOMIA I|Ma\Vi|07a09
5|250|12|Alvarez Maria Del Carmen|MICROECONOMIA I|Ma\Vi|07a09
5|250|13|Kaplan Alejandro Diego|MICROECONOMIA I|Ma\Vi|07a09
5|250|14|Gonzales Ester Gloria|MICROECONOMIA I|Lu\Ju|09a11
5|250|15|Mateu Silvana|MICROECONOMIA I|Ma\Vi|09a11
5|250|16|Langer Ariel Alberto|MICROECONOMIA I|Ma\Vi|09a11
5|250|17|Grasso Guillermo Hector|MICROECONOMIA I|Lu\Ju|13a15
5|250|18|Gesualdo Gustavo Alfredo|MICROECONOMIA I|Lu\Ju|17a19
5|250|19|Palacios Walter Javier|MICROECONOMIA I|Ma\Vi|19a21
5|250|20|Paredes Alejandro Diego|MICROECONOMIA I|Ma\Vi|19a21
5|250|21|Revah Jose Luis|MICROECONOMIA I|Ma\Vi|21a23
5|250|22|Lopez Warr Rodolfo|MICROECONOMIA I|Lu\Ju|07a09
5|250|23|Einstoss Tinto Alejandro German|MICROECONOMIA I|Lu\Ju|07a09
5|250|24|Vaisman Joel|MICROECONOMIA I|Lu\Ju|09a11
5|250|25|Hejeij Christian Marcelo|MICROECONOMIA I|Lu\Ju|21a23
5|250|98||MICROECONOMIA I||
5|250|26|Piñeiro Monica Delia|MICROECONOMIA I|Lu\Ju|11a13
5|250|27|Trussi Hector Jose|MICROECONOMIA I|Lu\Ju|21a23
5|250|28|Ferrari Maria Fernanda|MICROECONOMIA I|Lu\Ju|21a23
5|250|29|Conejero Ortiz Patricio Hernan|MICROECONOMIA I|Lu\Ju|09a11
5|250|30|Belluscio Pablo Martin|MICROECONOMIA I|Lu\Ju|19a21
5|250|31|Gomez Romina Jazmin|MICROECONOMIA I|Lu\Ju|19a21
5|250|32|Folgar Cristian Alberto|MICROECONOMIA I|Lu\Ju|11a13
5|250|33|Folgar Cristian Alberto|MICROECONOMIA I|Lu\Ju|19a21
5|250|34|Basualdo Marcelo Ernesto|MICROECONOMIA I|Ma\Vi|19a21
5|250|97||MICROECONOMIA I||
5|278|1|Lamarmora Guido Gabriel|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|07a09
5|278|2|Giacomini Diego Pablo|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|07a09
5|278|3|Couto Luis Fernando|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|09a11
5|278|4|Folgar Cristian Alberto|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|09a11
5|278|5|Dominguez Y Vence Gabriel Adrian|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|11a13
5|278|6|Wiñazky Marcelo Rodrigo|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|17a19
5|278|7|Saldaña Cristian Daniel Horacio|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|17a19 Sa09a11
5|278|8|Cerruti Reverdito Juan Alfredo|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|19a21 Sa11a13
5|278|9|Farina Joaquin|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|21a23
5|278|10|Moreyra Victor Alberto|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|21a23 Sa13a15
5|278|11|Barreña Mariana Gloria|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|07a09
5|278|12|Jimenez Carlos Antonio|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|09a11
5|278|13|Reynolds Dolores|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|19a21 Sa11a13
5|278|98||MACROECONOMIA Y POLIT. ECONOMICA||
5|278|14|Jerez Patricia Gladys|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|09a11
5|278|15|Teuly Maria Rosa|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|09a11
5|278|16|Berisso Osvaldo Jorge|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|15a17
5|278|17|Rossignolo Dario Alejandro|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|17a19 Sa11a13
5|278|18|Perilli Gustavo Fabian|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|19a21
5|278|19|D Attellis Noguera Juan Agustin|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|19a21 Sa13a15
5|278|20|Singerman Pablo Alejandro|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|09a11
5|278|21|De Raco Sergio Andres|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|11a13
5|278|22|Wainer Valeria Sonia|MACROECONOMIA Y POLIT. ECONOMICA|Ma\Vi\Sa|11a13
5|278|23|Pasart Rodrigo|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|17a19
5|278|24|Juretic Iris Anahi|MACROECONOMIA Y POLIT. ECONOMICA|Lu\Mi\Ju|19a21
